,obs,acts,infos,terminal,rews
73,"[ 1 10  1 14 13  4  4 15 12 14  8  5 12  0  4 14  7  5  9 12  9  5 14 15
 13  4  0  2  3  7  0  0  9  1 12  3  3  8  5  4  6 13  3  7 10  3 12  8
  4  4 14  3  7 11  7 13 12 11 12 14  7  4 14  5  4  7  4 12  1  5  4 15
  5  0  1  0  3  2  8  0  2  0 12 12 14  3  7  0  7 13  8 11  7  6  7  2
 15 15  6  3 13]","[2 0 0 3 1 3 1 2 1 2 3 3 0 2 3 2 2 3 2 2 2 0 1 1 0 1 0 2 0 0 2 0 2 2 3 1 0
 3 1 3 3 2 2 3 3 2 1 1 0 3 3 1 3 3 3 1 0 1 2 1 3 3 2 2 0 2 2 1 2 1 2 0 3 1
 0 2 1 0 0 1 1 3 3 1 3 0 0 0 1 2 3 1 0 2 2 2 0 2 3 3]",,True,"[95.17143064  2.15844943 95.17143064 18.28249672 21.33391107 15.60186404
 15.70186404 18.44045099 83.34426408 18.28249672 60.21150117 15.69945203
 83.34426408 37.55401188 15.70186404 18.28249672 86.71761458 15.69945203
 70.90725778 83.34426408 70.90725778 15.69945203 18.28249672 18.44045099
 21.33391107 15.70186404 37.55401188 73.29939418 59.96584842 86.71761458
 37.45401188 37.55401188 70.90725778 95.17143064 83.34426408 59.86584842
 59.96584842 60.21150117 15.69945203 15.70186404  5.90836122 21.33391107
 59.96584842 86.71761458  2.15844943 59.96584842 83.34426408 60.21150117
 15.60186404 15.70186404 18.28249672 59.96584842 86.71761458 97.09098522
 86.71761458 21.33391107 83.34426408 97.09098522 83.34426408 18.28249672
 86.71761458 15.70186404 18.28249672 15.69945203 15.70186404 86.71761458
 15.70186404 83.34426408 95.17143064 15.69945203 15.70186404 18.44045099
 15.69945203 37.55401188 95.17143064 37.55401188 59.96584842 73.29939418
 60.21150117 37.55401188 73.29939418 37.55401188 83.24426408 83.34426408
 18.28249672 59.96584842 86.71761458 37.55401188 86.71761458 21.33391107
 60.21150117 97.09098522 86.71761458  5.90836122 86.71761458 73.29939418
 18.34045099 18.44045099  5.90836122 59.96584842]"
74,"[ 8  4  3  8  5 14  5 13  6 14  5  5 14  2  4  0  8 12  1  3  6  0 15 14
  5  5  5  1  1  7  7  9 14 10 10 14 13  2  5  0  4 11  1 13 10  8  1  9
 13  2 15  3  1  2 10  0 10 13  0  3  8  7  8  9 11  5  9  8  1 10  4 14
  8 10  8 11 11 10  9  6 11  0  5  9  7  3  9 11  1 11  7 12  2  8  1  0
  9  1  9  4  1]","[2 0 2 0 2 1 0 3 2 2 0 3 2 2 2 1 2 1 1 3 3 1 2 2 0 0 2 0 0 1 2 1 1 1 1 2 3
 2 3 2 3 3 2 2 1 1 0 1 2 0 0 1 1 3 2 1 2 2 1 0 0 0 3 0 1 3 2 3 2 2 1 1 0 0
 3 3 0 1 2 0 0 1 0 0 0 2 2 1 1 0 1 2 2 3 2 1 0 3 1 0]",,True,"[60.21150117 15.70186404 59.96584842 60.21150117 15.69945203 18.28249672
 15.69945203 21.33391107  5.90836122 18.28249672 15.59945203 15.69945203
 18.28249672 73.29939418 15.70186404 37.55401188 60.21150117 83.34426408
 95.17143064 59.96584842  5.90836122 37.55401188 18.44045099 18.28249672
 15.59945203 15.59945203 15.69945203 95.07143064 95.17143064 86.61761458
 86.71761458 70.90725778 18.28249672  2.05844943  2.15844943 18.28249672
 21.33391107 73.29939418 15.69945203 37.55401188 15.70186404 97.09098522
 95.17143064 21.33391107  2.15844943 60.21150117 95.17143064 70.90725778
 21.33391107 73.29939418 18.44045099 59.96584842 95.17143064 73.29939418
  2.15844943 37.55401188  2.15844943 21.33391107 37.55401188 59.96584842
 60.21150117 86.71761458 60.21150117 70.90725778 97.09098522 15.69945203
 70.90725778 60.21150117 95.17143064  2.15844943 15.70186404 18.28249672
 60.21150117  2.15844943 60.21150117 96.99098522 97.09098522  2.15844943
 70.90725778  5.90836122 97.09098522 37.55401188 15.69945203 70.90725778
 86.71761458 59.96584842 70.90725778 97.09098522 95.17143064 97.09098522
 86.71761458 83.34426408 73.29939418 60.21150117 95.17143064 37.55401188
 70.90725778 95.17143064 70.90725778 15.70186404]"
75,"[ 0 11  5  6  9 11  3  3  5  6  1  2  8  1  1  2  0  5  0  8 15 14  5  7
  8 10  4 15  1  6 10  7 12  7  6 12 11  4  6  2 14  9  4 15 10 12 12 10
 10  6  4  6 10  1  0  8  5 10  9  9 10  7  8 10 10  3 14  3  7 12  3  3
 12  0  3  1  2  1  6  1 15 15  2  2 13  1 14 12 10  3  7  0 15  6 15 11
 12 14  5  3  9]","[2 1 2 1 2 1 0 2 1 0 0 1 3 0 3 2 0 1 0 1 0 0 2 0 3 3 0 1 0 0 1 1 0 0 2 1 3
 3 1 2 0 0 2 1 0 0 1 1 1 0 2 3 0 1 0 2 1 3 0 3 3 2 3 1 1 1 2 3 2 0 0 0 1 2
 3 1 3 3 2 2 3 0 1 3 0 2 3 1 1 1 1 1 3 2 1 1 3 0 3 1]",,True,"[37.55401188 97.09098522 15.69945203  5.90836122 70.90725778 97.09098522
 59.86584842 59.96584842 15.69945203  5.90836122 95.17143064 73.29939418
 60.21150117 95.07143064 95.17143064 73.29939418 37.55401188 15.69945203
 37.55401188 60.21150117 18.44045099 18.28249672 15.69945203 86.71761458
 60.21150117  2.15844943 15.70186404 18.44045099 95.17143064  5.90836122
  2.15844943 86.71761458 83.34426408 86.71761458  5.90836122 83.34426408
 97.09098522 15.70186404  5.90836122 73.29939418 18.28249672 70.90725778
 15.70186404 18.44045099  2.15844943 83.24426408 83.34426408  2.05844943
  2.15844943  5.90836122 15.70186404  5.90836122  2.15844943 95.17143064
 37.55401188 60.21150117 15.69945203  2.15844943 70.80725778 70.90725778
  2.15844943 86.71761458 60.21150117  2.05844943  2.15844943 59.96584842
 18.28249672 59.96584842 86.71761458 83.34426408 59.86584842 59.96584842
 83.34426408 37.55401188 59.96584842 95.17143064 73.29939418 95.17143064
  5.90836122 95.17143064 18.34045099 18.44045099 73.19939418 73.29939418
 21.33391107 95.17143064 18.28249672 83.34426408  2.15844943 59.96584842
 86.71761458 37.55401188 18.44045099  5.90836122 18.44045099 97.09098522
 83.34426408 18.28249672 15.69945203 59.96584842]"
76,"[11 15  2 15  7 10  1  2  1 14 14  5 11  3  8 15  4 12  9 14 13  5  6  7
  9 13 13  6  7  7 11  8  2  6  7  3  1 15  5  5  1  0 13  0  4 12 15  5
  6  8 12  1 12  3 12  3 11 10  9  5 13 13  4 14  7  5 14 14 12  3  2  9
  8  8 10  8  6 11 13  8 13  2  3 12  7  2  6  5 11 15  2 10  2  9  7  7
  0  1 12  3  3]","[3 2 2 2 0 3 1 3 0 1 3 1 0 1 3 2 2 2 0 1 2 3 2 3 0 3 2 2 3 3 0 2 3 2 1 1 3
 1 1 0 0 2 1 3 2 1 0 0 2 3 2 0 3 2 1 2 3 3 1 0 0 2 0 2 1 3 0 1 2 3 3 0 3 0
 2 3 1 1 3 3 0 3 0 0 0 2 3 1 1 3 0 2 0 2 0 0 0 1 1 0]",,True,"[97.09098522 18.44045099 73.29939418 18.44045099 86.71761458  2.15844943
 95.17143064 73.29939418 95.17143064 18.18249672 18.28249672 15.69945203
 97.09098522 59.96584842 60.21150117 18.44045099 15.70186404 83.34426408
 70.90725778 18.28249672 21.33391107 15.69945203  5.90836122 86.71761458
 70.90725778 21.23391107 21.33391107  5.90836122 86.61761458 86.71761458
 97.09098522 60.21150117 73.29939418  5.90836122 86.71761458 59.96584842
 95.17143064 18.44045099 15.59945203 15.69945203 95.17143064 37.55401188
 21.33391107 37.55401188 15.70186404 83.34426408 18.44045099 15.69945203
  5.90836122 60.21150117 83.34426408 95.17143064 83.34426408 59.96584842
 83.34426408 59.96584842 97.09098522  2.15844943 70.90725778 15.69945203
 21.23391107 21.33391107 15.70186404 18.28249672 86.71761458 15.69945203
 18.18249672 18.28249672 83.34426408 59.96584842 73.29939418 70.90725778
 60.11150117 60.21150117  2.15844943 60.21150117  5.90836122 97.09098522
 21.33391107 60.21150117 21.33391107 73.29939418 59.96584842 83.34426408
 86.71761458 73.29939418  5.90836122 15.69945203 97.09098522 18.44045099
 73.29939418  2.15844943 73.29939418 70.90725778 86.61761458 86.71761458
 37.55401188 95.17143064 83.34426408 59.86584842]"
77,"[10 10  5  9 15  9  9  0  1  3  9  1 12  9  6 14  2  5  5  9 10 12  4  7
  2  9  7 12  9 11  4 14 15  4  0  5 14 15  1 13  1  2 13  2 12  1  1  9
 11  6  0  1 14  3 15 12  2 10 15 15  2  1  1 13  3  5 13 12 13  0 10 13
 13  2 13  4 10  3 12  9  2  6 15  2  1  7  8  9  3 11  0 13 12 10 13  2
  9  2 10  2 11]","[3 3 3 1 2 3 3 2 1 3 2 2 1 2 1 1 0 0 1 3 3 0 0 3 2 1 3 0 1 1 1 2 1 1 2 2 2
 2 1 2 3 0 2 2 3 0 3 3 0 2 3 3 0 1 0 0 3 0 2 0 3 2 0 2 1 0 1 0 3 0 2 3 2 3
 1 2 1 0 3 1 2 2 3 0 2 1 1 2 1 2 1 1 3 3 1 1 1 2 1 2]",,True,"[ 2.05844943  2.15844943 15.69945203 70.90725778 18.44045099 70.80725778
 70.90725778 37.55401188 95.17143064 59.96584842 70.90725778 95.17143064
 83.34426408 70.90725778  5.90836122 18.28249672 73.29939418 15.59945203
 15.69945203 70.90725778  2.15844943 83.34426408 15.70186404 86.71761458
 73.29939418 70.90725778 86.71761458 83.34426408 70.90725778 97.09098522
 15.70186404 18.28249672 18.44045099 15.70186404 37.55401188 15.69945203
 18.28249672 18.44045099 95.17143064 21.33391107 95.17143064 73.29939418
 21.33391107 73.29939418 83.34426408 95.07143064 95.17143064 70.90725778
 97.09098522  5.90836122 37.55401188 95.17143064 18.28249672 59.96584842
 18.44045099 83.34426408 73.29939418  2.15844943 18.34045099 18.44045099
 73.29939418 95.07143064 95.17143064 21.33391107 59.96584842 15.69945203
 21.33391107 83.34426408 21.33391107 37.55401188  2.15844943 21.23391107
 21.33391107 73.29939418 21.33391107 15.70186404  2.15844943 59.96584842
 83.34426408 70.90725778 73.29939418  5.90836122 18.44045099 73.29939418
 95.17143064 86.71761458 60.21150117 70.90725778 59.96584842 97.09098522
 37.55401188 21.33391107 83.34426408  2.15844943 21.33391107 73.29939418
 70.90725778 73.29939418  2.15844943 73.29939418]"
78,"[13  4 14 12 12  0  1 11  8  8 14 13 11  0 11 13  9  3  3  2  9 12 14  5
 12 14  4 11 12  8 11 12  1 14 12 12  9  1 15 12  7  2 13 11 15  6  0  4
 12 12  2  4 13  3  2  6  4  5  6 13  5  1 14  8  0  4 13  4  3  6  8  3
  5  5 15  3  6 12  6 12  5  9 11 11  4  1 12  1  1 13 14  9  9  5  5 12
  1  7  8  6 12]","[2 1 2 2 1 1 0 0 3 3 2 2 3 3 0 1 0 3 0 2 0 0 2 2 0 2 1 1 1 1 2 0 3 2 0 1 0
 3 3 2 0 2 2 0 3 2 2 3 0 2 1 2 2 0 1 1 3 0 2 3 1 2 0 2 1 1 0 2 3 1 3 0 0 3
 1 0 3 3 2 2 2 2 3 2 1 1 3 0 0 0 2 1 0 2 3 3 3 2 2 0]",,True,"[21.33391107 15.70186404 18.28249672 83.24426408 83.34426408 37.55401188
 95.17143064 97.09098522 60.11150117 60.21150117 18.28249672 21.33391107
 97.09098522 37.55401188 97.09098522 21.33391107 70.90725778 59.86584842
 59.96584842 73.29939418 70.90725778 83.34426408 18.28249672 15.69945203
 83.34426408 18.28249672 15.70186404 97.09098522 83.34426408 60.21150117
 97.09098522 83.34426408 95.17143064 18.28249672 83.24426408 83.34426408
 70.90725778 95.17143064 18.44045099 83.34426408 86.71761458 73.29939418
 21.33391107 97.09098522 18.44045099  5.90836122 37.55401188 15.70186404
 83.24426408 83.34426408 73.29939418 15.70186404 21.33391107 59.96584842
 73.29939418  5.90836122 15.70186404 15.69945203  5.90836122 21.33391107
 15.69945203 95.17143064 18.28249672 60.21150117 37.55401188 15.70186404
 21.33391107 15.70186404 59.96584842  5.90836122 60.21150117 59.96584842
 15.59945203 15.69945203 18.44045099 59.96584842  5.90836122 83.34426408
  5.90836122 83.34426408 15.69945203 70.90725778 96.99098522 97.09098522
 15.70186404 95.17143064 83.34426408 95.07143064 95.17143064 21.33391107
 18.28249672 70.80725778 70.90725778 15.59945203 15.69945203 83.34426408
 95.17143064 86.71761458 60.21150117  5.90836122]"
79,"[13  3  5  1 10  6  1  0 10 11 13 12 15  0  5  7  9  7 12  5  1  2 15  3
 10  3 13 14  5 10 14  7  8  7 14 15 14  4 14 14  2 10 13 11 13 13  0 11
  8  7  5  7 12 15 13  9 14 10  4 10  1  9  5 10  3 13  8 10  8  9  8 13
  4 15 13 14 13  2  9  1  1  5  5  1  5  7  9 11  1  1  3 15  9  8  1  6
  4 11  4 13  9]","[0 0 3 2 1 0 3 3 3 3 1 0 0 1 2 0 1 0 3 1 1 1 2 0 0 2 3 1 0 2 3 0 0 3 1 3 3
 1 2 3 0 1 0 0 2 2 2 3 2 1 3 2 0 3 0 2 3 1 0 1 3 1 0 2 2 3 2 3 3 3 1 3 3 3
 1 1 0 2 1 0 3 2 3 3 3 2 3 1 1 1 1 0 2 2 0 2 0 0 0 2]",,True,"[21.33391107 59.96584842 15.69945203 95.17143064  2.15844943  5.90836122
 95.17143064 37.55401188  2.15844943 97.09098522 21.33391107 83.34426408
 18.44045099 37.55401188 15.69945203 86.71761458 70.90725778 86.71761458
 83.34426408 15.69945203 95.17143064 73.29939418 18.44045099 59.96584842
  2.15844943 59.96584842 21.33391107 18.28249672 15.69945203  2.15844943
 18.28249672 86.71761458 60.21150117 86.71761458 18.28249672 18.44045099
 18.28249672 15.70186404 18.18249672 18.28249672 73.29939418  2.15844943
 21.33391107 97.09098522 21.23391107 21.33391107 37.55401188 97.09098522
 60.21150117 86.71761458 15.69945203 86.71761458 83.34426408 18.44045099
 21.33391107 70.90725778 18.28249672  2.15844943 15.70186404  2.15844943
 95.17143064 70.90725778 15.69945203  2.15844943 59.96584842 21.33391107
 60.21150117  2.15844943 60.21150117 70.90725778 60.21150117 21.33391107
 15.70186404 18.44045099 21.33391107 18.28249672 21.33391107 73.29939418
 70.90725778 95.07143064 95.17143064 15.59945203 15.69945203 95.17143064
 15.69945203 86.71761458 70.90725778 97.09098522 95.07143064 95.17143064
 59.96584842 18.44045099 70.90725778 60.21150117 95.17143064  5.90836122
 15.70186404 97.09098522 15.70186404 21.33391107]"
80,"[ 6  2  8  4  4  5  5 14  3  4 14  7  2 14 15  8  7 14  8  4  7  5  8  3
  4  9 15  1 14  7  2  4 15  6 15  6 13  0  4  6  2  4  5  3 15  1 12  5
 13  4  0 10 12 10 12 11  4 14  4  0  5 12  0  3 11 15  0 11  7 13  8 14
  0  4 13 11  9 10  5  6  0  0  5 14  6  1  8 15  2  8 10 15  8 11  4  0
 10  0 12 11 10]","[1 0 3 0 3 0 3 3 0 2 2 2 2 2 0 2 2 2 3 2 1 3 1 0 0 3 1 0 2 3 0 1 3 2 3 2 2
 0 0 0 3 3 2 2 1 2 3 2 1 3 1 1 2 3 3 2 0 1 0 3 2 1 1 1 2 1 0 1 3 3 3 1 2 2
 2 0 0 1 1 1 3 2 0 2 3 0 0 3 0 0 1 1 3 1 0 0 2 2 2 3]",,True,"[ 5.90836122 73.29939418 60.21150117 15.60186404 15.70186404 15.59945203
 15.69945203 18.28249672 59.96584842 15.70186404 18.28249672 86.71761458
 73.29939418 18.28249672 18.44045099 60.21150117 86.71761458 18.28249672
 60.21150117 15.70186404 86.71761458 15.69945203 60.21150117 59.96584842
 15.70186404 70.90725778 18.44045099 95.17143064 18.28249672 86.71761458
 73.29939418 15.70186404 18.44045099  5.90836122 18.44045099  5.90836122
 21.33391107 37.55401188 15.70186404  5.90836122 73.29939418 15.70186404
 15.69945203 59.96584842 18.44045099 95.17143064 83.34426408 15.69945203
 21.33391107 15.70186404 37.55401188  2.15844943 83.34426408  2.15844943
 83.34426408 97.09098522 15.70186404 18.28249672 15.70186404 37.55401188
 15.69945203 83.34426408 37.55401188 59.96584842 97.09098522 18.44045099
 37.55401188 97.09098522 86.71761458 21.33391107 60.21150117 18.28249672
 37.55401188 15.70186404 21.33391107 97.09098522 70.90725778  2.15844943
 15.69945203  5.90836122 37.45401188 37.55401188 15.69945203 18.28249672
  5.90836122 95.17143064 60.21150117 18.44045099 73.29939418 60.21150117
  2.15844943 18.44045099 60.21150117 97.09098522 15.70186404 37.55401188
  2.15844943 37.55401188 83.34426408 97.09098522]"
81,"[ 5 15  6  8  1  4  5  5  2 12  5  7  2 15 11  5  1  8  5  4  3  6 10  8
  4  5 12  5  4 10  0  9 10 13 14  6  1  9  2 13  4  6 13 13 13  2 14  4
  6  5  0  7  1 11  0  8 14  9  5 14 12  5  8 15  4  4  5  6 14 10 13  2
 15 12  8  3  4  9 14  6 12  3  6  5 15 14 12  2 11  4  5  5  8 13  6  5
 10  5  4 12 10]","[3 0 3 2 0 1 1 1 1 2 1 0 2 3 1 2 1 3 0 0 1 3 3 1 1 2 3 1 3 2 3 0 2 2 3 1 2
 1 1 1 0 2 2 0 0 2 0 1 0 1 1 3 1 2 2 2 3 3 3 0 3 3 0 0 0 1 1 2 2 3 1 2 3 1
 0 1 3 3 2 1 1 0 2 1 3 1 0 3 3 0 3 0 3 2 3 0 0 0 2 3]",,True,"[15.69945203 18.44045099  5.90836122 60.21150117 95.17143064 15.70186404
 15.59945203 15.69945203 73.29939418 83.34426408 15.69945203 86.71761458
 73.29939418 18.44045099 97.09098522 15.69945203 95.17143064 60.21150117
 15.69945203 15.70186404 59.96584842  5.90836122  2.15844943 60.21150117
 15.70186404 15.69945203 83.34426408 15.69945203 15.70186404  2.15844943
 37.55401188 70.90725778  2.15844943 21.33391107 18.28249672  5.90836122
 95.17143064 70.90725778 73.29939418 21.33391107 15.70186404  5.90836122
 21.23391107 21.23391107 21.33391107 73.29939418 18.28249672 15.70186404
  5.90836122 15.69945203 37.55401188 86.71761458 95.17143064 97.09098522
 37.55401188 60.21150117 18.28249672 70.90725778 15.69945203 18.28249672
 83.34426408 15.69945203 60.21150117 18.44045099 15.60186404 15.70186404
 15.69945203  5.90836122 18.28249672  2.15844943 21.33391107 73.29939418
 18.44045099 83.34426408 60.21150117 59.96584842 15.70186404 70.90725778
 18.28249672  5.90836122 83.34426408 59.96584842  5.90836122 15.69945203
 18.44045099 18.28249672 83.34426408 73.29939418 97.09098522 15.70186404
 15.59945203 15.69945203 60.21150117 21.33391107  5.90836122 15.69945203
  2.15844943 15.69945203 15.70186404 83.34426408]"
82,"[13  2 10  9  1  2 13  0  3  3  0  5 14  7  9 11  6  4  0  2 14  9  6  3
 13 11 10  5  1  2  3 12  9 11 11  8 14 13 15  9 11 14 14 15 10  8  9  0
  5  2 10  4 10 10  7 12 15  5  6  3  6  8  7  2 12  1  5 15  6  4  1  8
 10  7  5  8  0  3 10 10 12 14  9  2 12  6  4  5 15  5 11  1  0  7  4 12
  2  5 10 12 11]","[3 2 0 2 1 3 1 1 2 3 3 1 0 2 1 2 0 3 2 2 2 3 0 0 0 0 2 1 3 2 3 3 1 0 1 3 0
 2 3 2 3 0 2 3 3 1 2 3 2 3 1 1 3 3 2 2 0 2 3 0 1 3 0 1 3 3 2 3 2 1 0 3 1 0
 1 0 1 0 3 3 3 1 1 3 1 1 2 2 3 2 2 3 1 2 1 3 2 1 2 0]",,True,"[21.33391107 73.29939418  2.15844943 70.90725778 95.17143064 73.29939418
 21.33391107 37.55401188 59.86584842 59.96584842 37.55401188 15.69945203
 18.28249672 86.71761458 70.90725778 97.09098522  5.90836122 15.70186404
 37.55401188 73.29939418 18.28249672 70.90725778  5.90836122 59.96584842
 21.33391107 97.09098522  2.15844943 15.69945203 95.17143064 73.29939418
 59.96584842 83.34426408 70.90725778 96.99098522 97.09098522 60.21150117
 18.28249672 21.33391107 18.44045099 70.90725778 97.09098522 18.18249672
 18.28249672 18.44045099  2.15844943 60.21150117 70.90725778 37.55401188
 15.69945203 73.29939418  2.15844943 15.70186404  2.05844943  2.15844943
 86.71761458 83.34426408 18.44045099 15.69945203  5.90836122 59.96584842
  5.90836122 60.21150117 86.71761458 73.29939418 83.34426408 95.17143064
 15.69945203 18.44045099  5.90836122 15.70186404 95.17143064 60.21150117
  2.15844943 86.71761458 15.69945203 60.21150117 37.55401188 59.96584842
  2.05844943  2.15844943 83.34426408 18.28249672 70.90725778 73.29939418
 83.34426408  5.90836122 15.70186404 15.69945203 18.44045099 15.69945203
 97.09098522 95.17143064 37.55401188 86.71761458 15.70186404 83.34426408
 73.29939418 15.69945203  2.15844943 83.34426408]"
83,"[14  9 10  2 12 12  5 10  2  3  4 14 12 12  0  6  0 15  4 10 12  2 11  4
  0  0  1  6 12  1 15  8 11 12  7  2  8  2  0 11  7 12  4  1  3 11  9  1
 13  7  1  4  1 13 13 15 11  4 11  4 14  1 12  2 12  4  0 13  6 13 10  3
  9  5  2 11 14  0 13  4  8  7  4 13  3 15  3  1  7 12 11  1  8  8 10  2
  7  6 11  3  1]","[1 2 2 2 1 1 0 0 2 1 0 1 3 2 0 1 3 3 0 2 3 3 3 0 0 0 1 1 1 3 2 2 0 3 2 2 3
 3 3 2 3 2 0 3 3 0 2 0 2 2 0 0 3 2 3 0 1 2 1 3 1 2 0 0 1 1 2 2 0 0 1 2 1 1
 3 0 3 2 2 2 1 3 2 2 0 1 3 2 0 2 0 2 0 1 1 1 0 1 0 1]",,True,"[18.28249672 70.90725778  2.15844943 73.29939418 83.24426408 83.34426408
 15.69945203  2.15844943 73.29939418 59.96584842 15.70186404 18.28249672
 83.24426408 83.34426408 37.55401188  5.90836122 37.55401188 18.44045099
 15.70186404  2.15844943 83.34426408 73.29939418 97.09098522 15.70186404
 37.45401188 37.55401188 95.17143064  5.90836122 83.34426408 95.17143064
 18.44045099 60.21150117 97.09098522 83.34426408 86.71761458 73.29939418
 60.21150117 73.29939418 37.55401188 97.09098522 86.71761458 83.34426408
 15.70186404 95.17143064 59.96584842 97.09098522 70.90725778 95.17143064
 21.33391107 86.71761458 95.17143064 15.70186404 95.17143064 21.23391107
 21.33391107 18.44045099 97.09098522 15.70186404 97.09098522 15.70186404
 18.28249672 95.17143064 83.34426408 73.29939418 83.34426408 15.70186404
 37.55401188 21.33391107  5.90836122 21.33391107  2.15844943 59.96584842
 70.90725778 15.69945203 73.29939418 97.09098522 18.28249672 37.55401188
 21.33391107 15.70186404 60.21150117 86.71761458 15.70186404 21.33391107
 59.96584842 18.44045099 59.96584842 95.17143064 86.71761458 83.34426408
 97.09098522 95.17143064 60.11150117 60.21150117  2.15844943 73.29939418
 86.71761458  5.90836122 97.09098522 59.96584842]"
84,"[12  1  7  1  2  9  4 13  2 14 11  6  3  2  4 15  6 10 10  2  8  5  3 13
 11  6  0  0 11 12  0 11 13  0  3 14  9  6  5  3  4  1  6  3  7  7  9  1
  2  7  6 12  4  7  1 10  6  4  8  2  6  1  3  6 13  7  6  0  4  0  9  2
  5  7  4  4 14  1 11  4  4  8 13  4 10 14  4  9  4 15  9 15  1 10  1 11
  3  8 13 14  8]","[3 0 0 0 2 0 0 3 1 2 1 2 3 1 0 1 1 1 3 0 1 2 2 2 1 0 1 3 0 1 3 3 0 1 3 1 1
 3 2 2 1 2 2 1 1 2 2 3 3 0 2 3 3 3 0 3 0 3 1 0 0 0 1 0 2 0 3 3 2 1 3 2 3 3
 3 2 0 0 1 3 0 2 3 0 3 1 2 2 3 0 0 2 0 0 2 1 2 0 3 0]",,True,"[83.34426408 95.17143064 86.71761458 95.17143064 73.29939418 70.90725778
 15.70186404 21.33391107 73.29939418 18.28249672 97.09098522  5.90836122
 59.96584842 73.29939418 15.70186404 18.44045099  5.90836122  2.05844943
  2.15844943 73.29939418 60.21150117 15.69945203 59.96584842 21.33391107
 97.09098522  5.90836122 37.45401188 37.55401188 97.09098522 83.34426408
 37.55401188 97.09098522 21.33391107 37.55401188 59.96584842 18.28249672
 70.90725778  5.90836122 15.69945203 59.96584842 15.70186404 95.17143064
  5.90836122 59.96584842 86.61761458 86.71761458 70.90725778 95.17143064
 73.29939418 86.71761458  5.90836122 83.34426408 15.70186404 86.71761458
 95.17143064  2.15844943  5.90836122 15.70186404 60.21150117 73.29939418
  5.90836122 95.17143064 59.96584842  5.90836122 21.33391107 86.71761458
  5.90836122 37.55401188 15.70186404 37.55401188 70.90725778 73.29939418
 15.69945203 86.71761458 15.60186404 15.70186404 18.28249672 95.17143064
 97.09098522 15.60186404 15.70186404 60.21150117 21.33391107 15.70186404
  2.15844943 18.28249672 15.70186404 70.90725778 15.70186404 18.44045099
 70.90725778 18.44045099 95.17143064  2.15844943 95.17143064 97.09098522
 59.96584842 60.21150117 21.33391107 18.28249672]"
85,"[10  1  0  2 14  6 15 10  2  3 15  8  1  2 11 15  2 12  8 11  7  2  9 11
  4  0 13  0 14 15  6  1 11  8 14  4  5 12  8  7  7 11 12 15  4  9 15 10
  5  6  6 15  2 10  6 15  1  0 15 13 15 14 13  1  5 14  3  4  7  6 13  6
  3  7 11 10 14 10 12  6 12  7 13  2  4  0  5  5  8 11  3 12  7  1  0 14
  2  4 15  4  7]","[2 3 0 1 0 2 3 0 2 2 2 3 2 2 2 0 3 3 2 1 2 2 0 3 3 3 0 3 0 1 2 1 2 3 1 0 0
 2 0 1 3 0 0 1 0 0 2 2 2 0 2 3 2 2 2 3 1 3 2 3 1 1 0 3 1 1 0 0 0 3 3 2 2 0
 2 0 1 2 1 2 0 1 0 0 2 2 1 0 2 2 0 3 2 2 3 3 1 3 1 0]",,True,"[ 2.15844943 95.17143064 37.55401188 73.29939418 18.28249672  5.90836122
 18.44045099  2.15844943 73.29939418 59.96584842 18.44045099 60.21150117
 95.17143064 73.29939418 97.09098522 18.44045099 73.29939418 83.34426408
 60.21150117 97.09098522 86.71761458 73.29939418 70.90725778 97.09098522
 15.70186404 37.55401188 21.33391107 37.55401188 18.28249672 18.44045099
  5.90836122 95.17143064 97.09098522 60.21150117 18.28249672 15.70186404
 15.69945203 83.34426408 60.21150117 86.61761458 86.71761458 97.09098522
 83.34426408 18.44045099 15.70186404 70.90725778 18.44045099  2.15844943
 15.69945203  5.80836122  5.90836122 18.44045099 73.29939418  2.15844943
  5.90836122 18.44045099 95.17143064 37.55401188 18.44045099 21.33391107
 18.44045099 18.28249672 21.33391107 95.17143064 15.69945203 18.28249672
 59.96584842 15.70186404 86.71761458  5.90836122 21.33391107  5.90836122
 59.96584842 86.71761458 97.09098522  2.15844943 18.28249672  2.15844943
 83.34426408  5.90836122 83.34426408 86.71761458 21.33391107 73.29939418
 15.70186404 37.55401188 15.59945203 15.69945203 60.21150117 97.09098522
 59.96584842 83.34426408 86.71761458 95.17143064 37.55401188 18.28249672
 73.29939418 15.70186404 18.44045099 15.70186404]"
